t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9752,0.0,0.0129,0.0,0.0399,0.9269,0.9752,normal,0
0.02,0.9754,0.0,0.0106,0.0,0.0287,0.9382,0.9754,normal,0
0.04,0.9753,0.0,0.0096,0.0,0.0293,0.9334,0.9753,normal,0
0.06,0.9753,0.0,0.0103,0.0,0.0294,0.9341,0.9753,normal,0
0.08,0.9753,0.0,0.01,0.0,0.0293,0.9339,0.9753,normal,0
0.1,0.9255,0.0484,0.0112,0.0,0.0336,0.9218,0.9255,normal,1
0.12,0.9268,0.0492,0.0125,0.0,0.0302,0.9267,0.9268,normal,1
0.14,0.9267,0.0492,0.0113,0.0,0.032,0.9234,0.9267,normal,1
0.16,0.9267,0.0492,0.0121,0.0,0.031,0.9252,0.9267,normal,1
0.18,0.9267,0.0492,0.0116,0.0,0.0316,0.9242,0.9267,normal,1
0.2,0.9267,0.0492,0.0119,0.0,0.0312,0.9248,0.9267,normal,1
0.22,0.9267,0.0492,0.0117,0.0,0.0314,0.9244,0.9267,normal,1
0.24,0.9267,0.0492,0.0118,0.0,0.0313,0.9246,0.9267,normal,1
0.26,0.9267,0.0492,0.0118,0.0,0.0314,0.9245,0.9267,normal,1
0.28,0.9267,0.0492,0.0118,0.0,0.0313,0.9246,0.9267,normal,1
0.3,0.9267,0.0492,0.0118,0.0,0.0314,0.9245,0.9267,normal,1
0.32,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.34,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.36,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.38,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.4,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.42,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.44,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.46,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.48,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.5,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.52,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.54,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.56,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.58,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.6,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.62,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.64,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.66,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.68,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.7,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.72,0.9267,0.0492,0.0118,0.0,0.0313,0.9245,0.9267,normal,1
0.76,0.6367,0.0,0.2694,0.3,0.0318,0.8737,0.6517,sym,0
0.78,0.6656,0.0,0.2226,0.3,0.0598,0.7926,0.6937,sym,0
0.8,0.6913,0.0,0.2236,0.3,0.0468,0.7895,0.7133,sym,0
0.82,0.7151,0.0,0.2071,0.2773,0.0483,0.7885,0.7378,sym,0
0.84,0.7368,0.0,0.1858,0.2449,0.0469,0.793,0.7588,sym,0
0.86,0.7566,0.0,0.1592,0.2152,0.0495,0.7944,0.7798,sym,0
0.88,0.7746,0.0,0.1312,0.1881,0.0564,0.7919,0.8011,sym,0
0.9,0.7911,0.0,0.106,0.1633,0.0536,0.8066,0.8163,sym,0
0.92,0.8062,0.0,0.0837,0.1407,0.0547,0.8178,0.8319,sym,0
0.94,0.82,0.0,0.0594,0.12,0.0514,0.8419,0.8442,sym,0
0.96,0.8327,0.0,0.0464,0.101,0.0507,0.8613,0.8565,sym,0
0.98,0.8443,0.0,0.0384,0.0835,0.0492,0.8732,0.8675,sym,0
1.0,0.855,0.0,0.0316,0.0674,0.0465,0.8834,0.8769,sym,0
1.02,0.8649,0.0,0.0259,0.0527,0.044,0.8928,0.8855,sym,0
1.04,0.8739,0.0,0.0215,0.0392,0.0426,0.9001,0.8939,sym,0
1.06,0.8822,0.0,0.0191,0.0267,0.0408,0.9065,0.9014,sym,0
1.08,0.8898,0.0,0.0179,0.0153,0.0404,0.9091,0.9088,sym,0
1.1,0.8968,0.0,0.0166,0.0048,0.039,0.914,0.9151,sym,0
1.12,0.9033,0.0,0.016,0.0,0.0382,0.9162,0.9033,normal,0
1.14,0.9092,0.0,0.0153,0.0,0.0373,0.919,0.9092,normal,0
1.16,0.9146,0.0,0.015,0.0,0.0366,0.9204,0.9146,normal,0
1.18,0.9196,0.0,0.0145,0.0,0.0358,0.9221,0.9196,normal,0
1.2,0.9242,0.0,0.0141,0.0,0.0352,0.9233,0.9242,normal,0
1.22,0.9284,0.0,0.0137,0.0,0.0345,0.9246,0.9284,normal,0
1.24,0.9322,0.0,0.0133,0.0,0.034,0.9257,0.9322,normal,0
1.26,0.9358,0.0,0.013,0.0,0.0335,0.9267,0.9358,normal,0
1.28,0.939,0.0,0.0127,0.0,0.033,0.9276,0.939,normal,0
1.3,0.942,0.0,0.0124,0.0,0.0326,0.9284,0.942,normal,0
1.32,0.9447,0.0,0.0122,0.0,0.0322,0.9291,0.9447,normal,0
1.34,0.9473,0.0,0.012,0.0,0.0319,0.9296,0.9473,normal,0
1.36,0.9496,0.0,0.0118,0.0,0.0317,0.93,0.9496,normal,0
1.38,0.9517,0.0,0.0117,0.0,0.0315,0.9303,0.9517,normal,0
1.4,0.9536,0.0,0.0115,0.0,0.0314,0.9306,0.9536,normal,0
1.42,0.9554,0.0,0.0114,0.0,0.0312,0.9309,0.9554,normal,0
1.44,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.46,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.48,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.5,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.52,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.54,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.56,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.58,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.6,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.62,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.64,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.66,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.68,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.7,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.72,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.74,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.76,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.78,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.8,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
1.82,0.9558,0.0,0.0114,0.0,0.0312,0.9309,0.9558,normal,0
