t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9173,0.0,0.021,0.0,0.0445,0.9133,0.9173,normal,0
0.02,0.9188,0.0,0.0142,0.0,0.0355,0.9247,0.9188,normal,0
0.04,0.9184,0.0,0.0147,0.0,0.0367,0.9186,0.9184,normal,0
0.06,0.9184,0.0,0.0148,0.0,0.036,0.9223,0.9184,normal,0
0.08,0.9184,0.0,0.0147,0.0,0.0364,0.9213,0.9184,normal,0
0.1,0.6455,0.0,0.2456,0.3,0.092,0.7633,0.6888,sym,1
0.12,0.6716,0.0,0.27,0.3,-0.0273,0.8383,0.6716,sym,1
0.14,0.6746,0.0,0.27,0.3,-0.0208,0.8597,0.6746,sym,1
0.16,0.6746,0.0,0.27,0.3,-0.0211,0.8657,0.6746,sym,1
0.18,0.6746,0.0,0.27,0.3,-0.0211,0.8674,0.6746,sym,1
0.2,0.6746,0.0,0.27,0.3,-0.0211,0.8679,0.6746,sym,1
0.22,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.24,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.26,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.28,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.3,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.32,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.34,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.36,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.38,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.4,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.42,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.44,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.46,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.48,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.5,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.52,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.54,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.56,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.58,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.6,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.62,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.64,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.66,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.68,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.7,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.72,0.6746,0.0,0.27,0.3,-0.0211,0.8681,0.6746,sym,1
0.74,0.5812,0.0,0.2678,0.3,0.0713,0.77,0.6147,sym,0
0.76,0.5971,0.0,0.2561,0.3,0.0598,0.7608,0.6252,sym,0
0.78,0.6243,0.0,0.2467,0.3,0.0595,0.7595,0.6522,sym,0
0.8,0.6501,0.0,0.2364,0.3,0.0551,0.7667,0.676,sym,0
0.82,0.6735,0.0,0.2287,0.3,0.0523,0.7738,0.6981,sym,0
0.84,0.6949,0.0,0.2213,0.3,0.0486,0.782,0.7178,sym,0
0.86,0.7143,0.0,0.2085,0.2786,0.0466,0.7887,0.7362,sym,0
0.88,0.7313,0.0,0.1933,0.2531,0.0459,0.7934,0.7529,sym,0
0.9,0.7465,0.0,0.1747,0.2302,0.0473,0.7954,0.7688,sym,0
0.92,0.7601,0.0,0.1566,0.2098,0.0505,0.7948,0.7839,sym,0
0.94,0.7725,0.0,0.1361,0.1913,0.0555,0.7925,0.7985,sym,0
0.96,0.7836,0.0,0.1185,0.1746,0.0529,0.8029,0.8085,sym,0
0.98,0.794,0.0,0.1041,0.159,0.0546,0.8088,0.8196,sym,0
1.0,0.8036,0.0,0.0878,0.1446,0.0536,0.8192,0.8288,sym,0
