t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9173,0.0,0.021,0.0,0.0445,0.9133,0.9173,normal,0
0.02,0.9188,0.0,0.0142,0.0,0.0355,0.9247,0.9188,normal,0
0.04,0.9184,0.0,0.0147,0.0,0.0367,0.9186,0.9184,normal,0
0.06,0.9184,0.0,0.0148,0.0,0.036,0.9223,0.9184,normal,0
0.08,0.9184,0.0,0.0147,0.0,0.0364,0.9213,0.9184,normal,0
0.1,0.7158,0.1862,0.0763,0.2762,0.0321,0.9134,0.7309,normal,1
0.12,0.7225,0.1888,0.24,0.2663,-0.0747,0.945,0.7225,asym,1
0.14,0.7359,0.1903,0.2176,0.2462,-0.0564,0.9441,0.7359,asym,1
0.16,0.7339,0.19,0.2264,0.2492,-0.0565,0.945,0.7339,asym,1
0.18,0.7346,0.1901,0.2228,0.248,-0.056,0.945,0.7346,asym,1
0.2,0.7343,0.1901,0.2244,0.2486,-0.0561,0.9451,0.7343,asym,1
0.22,0.7345,0.1901,0.2237,0.2483,-0.0561,0.9451,0.7345,asym,1
0.24,0.7344,0.1901,0.224,0.2484,-0.0561,0.9451,0.7344,asym,1
0.26,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.28,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.3,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.32,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.34,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.36,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.38,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.4,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.42,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.44,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.46,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.48,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.5,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.52,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.54,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.56,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.58,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.6,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.62,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.64,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.66,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.68,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.7,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.72,0.7344,0.1901,0.2239,0.2484,-0.0561,0.9451,0.7344,asym,1
0.76,0.581,0.0,0.1452,0.3,0.0751,0.8677,0.6163,asym,0
0.78,0.5917,0.0,0.2554,0.3,0.0397,0.8134,0.6103,sym,0
0.8,0.6305,0.0,0.2468,0.3,0.0632,0.7691,0.6602,sym,0
0.82,0.6559,0.0,0.2336,0.3,0.0547,0.7704,0.6816,sym,0
0.84,0.6784,0.0,0.2272,0.3,0.0515,0.7761,0.7026,sym,0
0.86,0.6995,0.0,0.2199,0.3,0.0478,0.7839,0.722,sym,0
0.88,0.7183,0.0,0.205,0.2725,0.0463,0.7901,0.7401,sym,0
0.9,0.7349,0.0,0.1894,0.2477,0.0462,0.794,0.7566,sym,0
0.92,0.7497,0.0,0.1706,0.2254,0.047,0.7965,0.7718,sym,0
0.94,0.763,0.0,0.1522,0.2055,0.0523,0.7935,0.7876,sym,0
0.96,0.7751,0.0,0.1314,0.1874,0.0554,0.7937,0.8011,sym,0
0.98,0.786,0.0,0.1152,0.171,0.0527,0.8055,0.8108,sym,0
