t,Vp,Vn,iq,iq_ref,se_d,Vdc,v_load,gate,in_fault
0.0,0.9752,0.0,0.0129,0.0,0.0399,0.9269,0.9752,normal,0
0.02,0.9754,0.0,0.0106,0.0,0.0287,0.9382,0.9754,normal,0
0.04,0.9753,0.0,0.0096,0.0,0.0293,0.9334,0.9753,normal,0
0.06,0.9753,0.0,0.0103,0.0,0.0294,0.9341,0.9753,normal,0
0.08,0.9753,0.0,0.01,0.0,0.0293,0.9339,0.9753,normal,0
0.1,0.9492,0.0265,0.0104,0.0,0.0337,0.9226,0.9492,normal,1
0.12,0.9493,0.0268,0.0115,0.0,0.03,0.9282,0.9493,normal,1
0.76,0.6481,0.0,0.2657,0.3,0.0332,0.8737,0.6637,normal,0
0.78,0.6756,0.0,0.2191,0.3,0.0596,0.7936,0.7036,sym,0
0.8,0.7016,0.0,0.2198,0.2976,0.044,0.7942,0.7223,sym,0
0.82,0.7245,0.0,0.1984,0.2633,0.0494,0.7894,0.7477,sym,0
0.84,0.7453,0.0,0.1749,0.2321,0.0474,0.7941,0.7676,sym,0
0.86,0.7643,0.0,0.1479,0.2035,0.0526,0.7927,0.7891,sym,0
0.88,0.7817,0.0,0.1209,0.1774,0.0568,0.7949,0.8084,sym,0
0.9,0.7976,0.0,0.0946,0.1536,0.0525,0.8137,0.8223,sym,0
0.92,0.8122,0.0,0.075,0.1318,0.0549,0.8241,0.838,sym,0
0.94,0.8255,0.0,0.0515,0.1118,0.0499,0.8529,0.849,sym,0
0.96,0.8377,0.0,0.0432,0.0935,0.0513,0.8649,0.8618,sym,0
0.98,0.8489,0.0,0.0345,0.0766,0.0475,0.8796,0.8713,sym,0
1.0,0.8593,0.0,0.0302,0.0611,0.0459,0.8852,0.8808,sym,0
1.02,0.8688,0.0,0.0228,0.0469,0.0426,0.8989,0.8888,sym,0
1.04,0.8775,0.0,0.021,0.0338,0.0425,0.9008,0.8974,sym,0
1.06,0.8855,0.0,0.0183,0.0218,0.0402,0.9095,0.9044,sym,0
1.08,0.8928,0.0,0.0176,0.0108,0.0401,0.9095,0.9117,sym,0
1.1,0.8996,0.0,0.0161,0.0006,0.0385,0.9159,0.9177,sym,0
1.12,0.9058,0.0,0.0158,0.0,0.038,0.9168,0.9058,sym,0
1.14,0.9115,0.0,0.0152,0.0,0.037,0.9197,0.9115,normal,0
1.16,0.9168,0.0,0.0148,0.0,0.0363,0.9211,0.9168,normal,0
1.18,0.9216,0.0,0.0144,0.0,0.0355,0.9226,0.9216,normal,0
1.2,0.926,0.0,0.0139,0.0,0.0349,0.9239,0.926,normal,0
1.22,0.93,0.0,0.0135,0.0,0.0343,0.9251,0.93,normal,0
1.24,0.9338,0.0,0.0132,0.0,0.0337,0.9261,0.9338,normal,0
1.26,0.9372,0.0,0.0129,0.0,0.0333,0.9271,0.9372,normal,0
1.28,0.9403,0.0,0.0126,0.0,0.0328,0.928,0.9403,normal,0
1.3,0.9432,0.0,0.0123,0.0,0.0324,0.9287,0.9432,normal,0
1.32,0.9458,0.0,0.0121,0.0,0.0321,0.9294,0.9458,normal,0
1.34,0.9483,0.0,0.0119,0.0,0.0319,0.9298,0.9483,normal,0
1.36,0.9505,0.0,0.0118,0.0,0.0317,0.9301,0.9505,normal,0
1.38,0.9525,0.0,0.0116,0.0,0.0315,0.9304,0.9525,normal,0
1.4,0.9544,0.0,0.0115,0.0,0.0313,0.9307,0.9544,normal,0
1.42,0.9561,0.0,0.0114,0.0,0.0311,0.931,0.9561,normal,0
1.44,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.46,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.48,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.5,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.52,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.54,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.56,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.58,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.6,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.62,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.64,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.66,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.68,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.7,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.72,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.74,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.76,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.78,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.8,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
1.82,0.9565,0.0,0.0114,0.0,0.0311,0.931,0.9565,normal,0
