scenario_idx,sc_id,m_sh,m_se_d,m_se_q,vdc_min,vdc_max,i2_max,lvrt_pass
67,3,0.8000,0.0000,0.0000,0.7842,1.0723,1.3464,1
68,3,0.8000,0.0000,0.0000,0.8306,1.1379,1.2863,1
69,3,0.8000,0.0000,0.0000,0.7261,1.1031,1.3013,0
70,3,0.8000,0.0000,0.0000,0.8415,1.0854,1.1271,1
71,3,0.8000,0.0000,0.0000,0.7967,1.0877,1.2798,1
72,3,0.8000,0.0000,0.0000,0.7631,1.0817,1.3167,1
73,3,0.8000,0.0000,0.0000,0.8577,1.1262,1.4103,1
74,3,0.8000,0.0000,0.0000,0.7936,1.0922,1.2366,1
75,3,0.8000,0.0000,0.0000,0.8102,1.1167,1.4011,1
76,3,0.8000,0.0000,0.0000,0.7278,1.1020,1.3730,0
77,3,0.8000,0.0000,0.0000,0.7394,1.1018,1.4103,0
78,3,0.8000,0.0000,0.0000,0.7944,1.0781,1.6265,1
79,3,0.8000,0.0000,0.0000,0.7922,1.1229,1.4781,1
80,3,0.8000,0.0000,0.0000,0.8273,1.1115,1.5646,1
81,3,0.8000,0.0000,0.0000,0.7984,1.1005,1.4339,1
82,3,0.8000,0.0000,0.0000,0.7951,1.0848,1.6130,1
83,3,0.8000,0.0000,0.0000,0.7777,1.0724,1.3050,1
84,3,0.8000,0.0000,0.0000,0.7856,1.0734,1.4497,1
85,3,0.8000,0.0000,0.0000,0.7584,1.0815,1.5791,1
86,3,0.8000,0.0000,0.0000,0.7917,1.0743,1.6672,1
87,3,0.8000,0.0000,0.0000,0.8020,1.1219,1.5271,1
88,3,0.8000,0.0000,0.0000,0.8339,1.1355,1.3192,1
89,3,0.8000,0.0000,0.0000,0.7322,1.1055,1.4159,0
90,3,0.8000,0.0000,0.0000,0.8534,1.1260,1.4274,1
91,3,0.8000,0.0000,0.0000,0.8564,1.1276,1.4018,1
92,3,0.8000,0.0000,0.0000,0.7769,1.0485,1.5037,1
93,3,0.8000,0.0000,0.0000,0.7933,1.0979,1.4474,1
94,3,0.8000,0.0000,0.0000,0.7646,1.0835,1.2530,1
95,3,0.8000,0.0000,0.0000,0.7891,1.0856,1.1482,1
96,3,0.8000,0.0000,0.0000,0.8604,1.1391,1.5208,1
97,3,0.8000,0.0000,0.0000,0.7321,1.1074,1.3263,0
98,3,0.8000,0.0000,0.0000,0.7995,1.0837,1.4195,1
99,3,0.8000,0.0000,0.0000,0.8194,1.1028,1.4597,1
100,3,0.8000,0.0000,0.0000,0.7952,1.1045,1.4395,1
101,4,0.8000,0.0000,0.0000,0.9113,1.1370,1.3009,1
102,4,0.8000,0.0000,0.0000,0.9173,1.1307,1.4747,1
103,4,0.8000,0.0000,0.0000,0.9063,1.1418,1.3123,1
104,4,0.8000,0.0000,0.0000,0.9163,1.1162,1.5369,1
105,4,0.8000,0.0000,0.0000,0.9125,1.1396,1.2262,1
106,4,0.8000,0.0000,0.0000,0.8955,1.1119,1.3021,1
107,4,0.8000,0.0000,0.0000,0.8966,1.1117,1.4006,1
108,4,0.8000,0.0000,0.0000,0.8884,1.1400,1.5708,1
109,4,0.8000,0.0000,0.0000,0.9109,1.1366,1.1978,1
110,4,0.8000,0.0000,0.0000,0.9302,1.1128,1.2990,1
111,4,0.8000,0.0000,0.0000,0.9037,1.1287,1.2252,1
112,4,0.8000,0.0000,0.0000,0.9183,1.1263,1.4362,1
113,4,0.8000,0.0000,0.0000,0.9161,1.1158,1.3510,1
114,4,0.8000,0.0000,0.0000,0.9162,1.1155,1.5407,1
115,4,0.8000,0.0000,0.0000,0.8973,1.1254,1.4114,1
116,4,0.8000,0.0000,0.0000,0.9139,1.1206,1.3466,1
117,4,0.8000,0.0000,0.0000,0.9254,1.1514,1.4166,1
118,4,0.8000,0.0000,0.0000,0.9250,1.1347,1.1705,1
119,4,0.8000,0.0000,0.0000,0.9090,1.1096,1.3075,1
120,4,0.8000,0.0000,0.0000,0.9327,1.1081,1.4084,1
121,4,0.8000,0.0000,0.0000,0.9028,1.1306,1.2258,1
122,4,0.8000,0.0000,0.0000,0.9032,1.1500,1.4153,1
123,4,0.8000,0.0000,0.0000,0.9110,1.1476,1.2798,1
124,4,0.8000,0.0000,0.0000,0.9093,1.1396,1.2182,1
125,4,0.8000,0.0000,0.0000,0.9267,1.1330,1.1643,1
126,4,0.8000,0.0000,0.0000,0.8834,1.1369,1.7042,1
127,4,0.8000,0.0000,0.0000,0.9098,1.1374,1.1955,1
128,4,0.8000,0.0000,0.0000,0.9343,1.1494,1.3078,1
129,4,0.8000,0.0000,0.0000,0.9080,1.1017,1.6014,1
130,4,0.8000,0.0000,0.0000,0.9606,1.1189,1.3708,1
131,4,0.8000,0.0000,0.0000,0.9186,1.1136,1.4875,1
132,4,0.8000,0.0000,0.0000,0.9397,1.1135,1.3290,1
133,4,0.8000,0.0000,0.0000,0.9060,1.1088,1.2597,1
134,4,0.8000,0.0000,0.0000,0.9490,1.1178,1.3563,1
135,4,0.8000,0.0000,0.0000,0.9159,1.1096,1.4324,1
136,4,0.8000,0.0000,0.0000,0.9549,1.1248,1.3976,1
137,4,0.8000,0.0000,0.0000,0.8716,1.1416,1.4221,1
138,4,0.8000,0.0000,0.0000,0.8754,1.1290,1.5875,1
139,4,0.8000,0.0000,0.0000,0.9198,1.1356,1.2507,1
140,4,0.8000,0.0000,0.0000,0.9798,1.0935,1.1069,1
141,4,0.8000,0.0000,0.0000,0.8974,1.1289,1.5790,1
142,4,0.8000,0.0000,0.0000,0.9092,1.0995,1.6677,1
143,4,0.8000,0.0000,0.0000,0.9163,1.1388,1.2854,1
144,4,0.8000,0.0000,0.0000,0.9266,1.1172,1.3193,1
145,4,0.8000,0.0000,0.0000,0.8719,1.1295,1.5557,1
146,4,0.8000,0.0000,0.0000,0.8841,1.1253,1.7092,1
147,4,0.8000,0.0000,0.0000,0.8963,1.1338,1.6838,1
148,4,0.8000,0.0000,0.0000,0.9200,1.1367,1.1954,1
149,4,0.8000,0.0000,0.0000,0.8813,1.1420,1.5051,1
150,4,0.8000,0.0000,0.0000,0.9272,1.1394,1.2376,1
151,5,0.7942,0.0000,0.0000,0.9143,1.1439,1.4529,1
152,5,0.8000,0.0000,0.0000,0.6169,1.1414,1.2902,0
153,5,0.8000,0.0000,0.0000,0.6208,1.1398,1.2877,0
154,5,0.7843,0.0000,0.0000,0.7341,1.1371,1.5753,0
155,5,0.8000,0.0000,0.0000,0.9053,1.1436,1.3271,1
156,5,0.7943,0.0000,0.0000,0.5737,1.1511,1.4101,0
157,5,0.7865,0.0000,0.0000,0.5904,1.1490,1.5511,0
158,5,0.7967,0.0000,0.0000,0.9216,1.1427,1.3379,1
159,5,0.7999,0.0000,0.0000,0.5915,1.1507,1.3263,0
160,5,0.8000,0.0000,0.0000,0.6015,1.1374,1.1733,0
161,5,0.7928,0.0000,0.0000,0.6110,1.1404,1.4482,0
162,5,0.7911,0.0000,0.0000,0.5533,1.1520,1.3899,0
163,5,0.7865,0.0000,0.0000,0.6179,1.1453,1.5590,0
164,5,0.7859,0.0000,0.0000,0.5896,1.1498,1.5436,0
165,5,0.7880,0.0000,0.0000,0.6650,1.1430,1.4695,0
166,5,0.7970,0.0000,0.0000,0.6867,1.1416,1.4042,0
167,5,0.7924,0.0000,0.0000,0.5980,1.1541,1.4678,0
168,5,0.7868,0.0000,0.0000,0.9161,1.1458,1.5067,1
169,5,0.8000,0.0000,0.0000,0.5711,1.1486,1.2458,0
170,5,0.7848,0.0000,0.0000,0.6255,1.1365,1.5800,0
171,5,0.7984,0.0000,0.0000,0.5960,1.1412,1.3153,0
172,5,0.7960,0.0000,0.0000,0.6779,1.1393,1.4343,0
173,5,0.7880,0.0000,0.0000,0.5622,1.1480,1.4655,0
174,5,0.7910,0.0000,0.0000,0.6799,1.1421,1.4795,0
175,5,0.7981,0.0000,0.0000,0.6136,1.1470,1.3822,0
176,5,0.7882,0.0000,0.0000,0.5921,1.1430,1.4750,0
177,5,0.8000,0.0000,0.0000,0.7368,1.1395,1.3207,0
178,5,0.7843,0.0000,0.0000,0.9153,1.1402,1.5788,1
179,5,0.7857,0.0000,0.0000,0.6183,1.1373,1.5484,0
180,5,0.7974,0.0000,0.0000,0.5928,1.1410,1.3168,0
181,5,0.8000,0.0000,0.0000,0.6054,1.1375,1.2998,0
182,5,0.7853,0.0000,0.0000,0.7243,1.1364,1.5716,0
183,5,0.7884,0.0000,0.0000,0.6084,1.1482,1.5161,0
184,5,0.8000,0.0000,0.0000,0.5758,1.1493,1.2105,0
185,5,0.7950,0.0000,0.0000,0.5870,1.1431,1.3529,0
186,5,0.7934,0.0000,0.0000,0.9029,1.1446,1.3152,1
187,5,0.7808,0.0000,0.0000,0.9163,1.1412,1.6400,1
188,5,0.8000,0.0000,0.0000,0.5983,1.1424,1.1974,0
189,5,0.7963,0.0000,0.0000,0.5817,1.1412,1.3336,0
190,5,0.7936,0.0000,0.0000,0.7262,1.1386,1.4018,0
191,5,0.8000,0.0000,0.0000,0.6137,1.1332,1.3598,0
192,5,0.7996,0.0000,0.0000,0.5923,1.1546,1.3490,0
193,5,0.7994,0.0000,0.0000,0.5754,1.1494,1.3157,0
194,5,0.7889,0.0000,0.0000,0.5850,1.1489,1.5171,0
195,5,0.8000,0.0000,0.0000,0.6152,1.1434,1.2881,0
196,5,0.7944,0.0000,0.0000,0.7963,1.1413,1.4419,1
197,5,0.7802,0.0000,0.0000,0.6795,1.1393,1.6498,0
198,5,0.7897,0.0000,0.0000,0.8939,1.1460,1.4280,1
199,5,0.8000,0.0000,0.0000,0.9054,1.1461,1.2341,1
200,5,0.8000,0.0000,0.0000,0.6428,1.1386,1.1940,0
201,6,0.8752,-0.0816,-0.0962,0.8390,1.0247,1.7440,1
202,6,0.8750,-0.0834,-0.1035,0.8221,1.0414,2.2035,1
203,6,0.8751,-0.0812,-0.0946,0.7803,1.0958,1.8855,1
204,6,0.8751,-0.0812,-0.0938,0.7872,1.0592,1.7162,1
205,6,0.8750,-0.0833,-0.1047,0.8422,1.0271,1.9627,1
206,6,0.8750,-0.0834,-0.1044,0.8133,1.0125,1.8878,1
207,6,0.8750,-0.0834,-0.1033,0.8299,1.0365,1.9516,1
208,6,0.8751,-0.0812,-0.0926,0.8802,1.0367,1.7224,1
209,6,0.8751,-0.0828,-0.1010,0.7553,1.0865,1.8609,1
210,6,0.8750,-0.0832,-0.1022,0.7876,1.0478,1.8439,1
211,6,0.8752,-0.0815,-0.0957,0.7565,1.0830,1.7826,1
212,6,0.8751,-0.0822,-0.0986,0.8847,1.0254,1.9077,1
213,6,0.8751,-0.0812,-0.0933,0.7989,1.0402,1.6586,1
214,6,0.8751,-0.0812,-0.0927,0.7522,1.0794,1.7912,1
215,6,0.8751,-0.0830,-0.1055,0.8953,1.0541,2.1398,1
216,6,0.8752,-0.0820,-0.0977,0.8339,1.0266,1.9134,1
217,6,0.8752,-0.0816,-0.0962,0.7612,1.0864,1.7821,1
218,6,0.8751,-0.0828,-0.1007,0.8447,1.0299,1.8605,1
219,6,0.8751,-0.0812,-0.0935,0.7739,1.0659,1.6257,1
220,6,0.8750,-0.0831,-0.1019,0.8458,1.0509,2.2388,1
221,6,0.8750,-0.0834,-0.1040,0.8135,1.0246,2.0300,1
222,6,0.8752,-0.0816,-0.0962,0.7587,1.0814,1.8277,1
223,6,0.8750,-0.0832,-0.1026,0.7938,1.0358,1.7669,1
224,6,0.8752,-0.0825,-0.1066,0.7833,1.0576,2.0144,1
225,6,0.8750,-0.0831,-0.1017,0.7455,1.0699,1.9913,0
226,6,0.8751,-0.0832,-0.1050,0.7909,1.0625,2.3281,1
227,6,0.8750,-0.0831,-0.1021,0.7472,1.0699,2.0234,0
228,6,0.8750,-0.0833,-0.1030,0.8308,1.0366,1.8605,1
229,6,0.8751,-0.0823,-0.0987,0.7955,1.0395,1.6743,1
230,6,0.8751,-0.0823,-0.0991,0.7953,1.0321,1.7490,1
231,6,0.8751,-0.0812,-0.0945,0.8979,1.0311,1.8766,1
232,6,0.8751,-0.0829,-0.1011,0.7549,1.0808,1.8289,1
233,6,0.8750,-0.0834,-0.1043,0.8900,1.0608,2.2514,1
234,6,0.8751,-0.0827,-0.1005,0.8298,1.0316,2.0570,1
235,6,0.8751,-0.0825,-0.0997,0.7627,1.0702,1.7517,1
236,6,0.8751,-0.0812,-0.0933,0.8305,1.0371,1.6329,1
237,6,0.8753,-0.0823,-0.1072,0.7858,1.0955,2.1958,1
238,6,0.8752,-0.0826,-0.1064,0.8973,1.0577,2.2958,1
239,6,0.8751,-0.0824,-0.0992,0.8575,1.0250,2.0856,1
240,6,0.8751,-0.0812,-0.0934,0.8314,1.0146,1.9295,1
241,6,0.8750,-0.0832,-0.1026,0.7923,1.0366,1.9005,1
242,6,0.8751,-0.0828,-0.1007,0.8047,1.0517,1.8108,1
243,6,0.8751,-0.0812,-0.0942,0.7864,1.0311,1.8613,1
244,6,0.8752,-0.0817,-0.0966,0.7982,1.0487,2.0388,1
245,6,0.8750,-0.0834,-0.1036,0.8194,1.0278,1.8212,1
246,6,0.8751,-0.0826,-0.1002,0.8551,1.0264,1.9373,1
247,6,0.8750,-0.0834,-0.1044,0.8313,1.0199,1.9348,1
248,6,0.8750,-0.0834,-0.1040,0.7954,1.0967,2.0558,1
249,6,0.8751,-0.0827,-0.1003,0.7758,1.0854,1.8471,1
250,6,0.8752,-0.0813,-0.0951,0.7652,1.0917,2.0851,1
251,7,0.9000,0.0000,0.0000,0.4159,1.1556,2.7166,0
252,7,0.9000,0.0000,0.0000,0.4499,1.0417,3.0612,0
253,7,0.9000,0.0000,0.0000,0.7002,1.1010,2.4290,0
254,7,0.9000,0.0000,0.0000,0.4736,1.1481,2.9272,0
255,7,0.9000,0.0000,0.0000,0.5207,1.1557,2.5332,0
256,7,0.9000,0.0000,0.0000,0.5456,1.1555,2.6917,0
257,7,0.9000,0.0000,0.0000,0.4017,1.1548,2.7458,0
258,7,0.9000,0.0000,0.0000,0.3922,1.1553,2.7657,0
259,7,0.9000,0.0000,0.0000,0.3619,1.1552,2.9956,0
260,7,0.9000,0.0000,0.0000,0.3735,1.1553,2.9620,0
261,7,0.9000,0.0000,0.0000,0.9343,1.1113,2.4707,1
262,7,0.9000,0.0000,0.0000,0.4216,1.1340,3.2098,0
263,7,0.9000,0.0000,0.0000,0.3974,1.1463,3.0611,0
264,7,0.9000,0.0000,0.0000,0.6858,1.1164,2.7169,0
265,7,0.9000,0.0000,0.0000,0.4248,1.1564,2.4029,0
266,7,0.9000,0.0000,0.0000,0.6276,1.1139,2.7591,0
267,7,0.9000,0.0000,0.0000,0.5025,1.0408,3.2259,0
268,7,0.9000,0.0000,0.0000,0.8401,1.0937,2.4321,1
269,7,0.9000,0.0000,0.0000,0.6002,1.0764,2.6879,0
270,7,0.9000,0.0000,0.0000,0.4865,1.0416,2.6216,0
271,7,0.9000,0.0000,0.0000,0.5086,1.0255,2.8691,0
272,7,0.9000,0.0000,0.0000,0.6353,1.0577,2.7230,0
273,7,0.9000,0.0000,0.0000,0.5467,1.1560,2.3755,0
274,7,0.9000,0.0000,0.0000,0.4914,1.0367,2.6168,0
275,7,0.9000,0.0000,0.0000,0.4101,1.1554,2.7957,0
276,7,0.9000,0.0000,0.0000,0.4871,1.1546,2.8190,0
277,7,0.9000,0.0000,0.0000,0.6057,1.0268,2.9603,0
278,7,0.9000,0.0000,0.0000,0.7688,1.1015,2.5519,1
279,7,0.9000,0.0000,0.0000,0.3979,1.1126,3.4491,0
280,7,0.9000,0.0000,0.0000,0.5349,1.1548,2.5421,0
281,7,0.9000,0.0000,0.0000,0.7844,1.0973,2.5707,1
282,7,0.9000,0.0000,0.0000,0.5922,1.1541,2.5568,0
283,7,0.9000,0.0000,0.0000,0.3884,1.1552,2.8552,0
284,7,0.9000,0.0000,0.0000,0.8929,1.1098,2.4481,1
285,7,0.9000,0.0000,0.0000,0.5269,1.0307,2.9800,0
286,7,0.9000,0.0000,0.0000,0.4295,1.1560,2.6059,0
287,7,0.9000,0.0000,0.0000,0.4818,1.0353,3.2121,0
288,7,0.9000,0.0000,0.0000,0.4707,1.0821,2.8765,0
289,7,0.9000,0.0000,0.0000,0.8617,1.1551,2.2347,1
290,7,0.9000,0.0000,0.0000,0.6030,1.1549,2.3536,0
291,7,0.9000,0.0000,0.0000,0.4386,1.0723,3.1502,0
292,7,0.9000,0.0000,0.0000,0.5131,1.0363,3.0845,0
293,7,0.9000,0.0000,0.0000,0.4963,1.1568,2.4087,0
294,7,0.9000,0.0000,0.0000,0.3913,1.1554,2.6655,0
295,7,0.9000,0.0000,0.0000,0.4010,1.1557,2.7669,0
296,7,0.9000,0.0000,0.0000,0.4555,1.1558,2.4648,0
297,7,0.9000,0.0000,0.0000,0.4892,1.0230,2.8193,0
298,7,0.9000,0.0000,0.0000,0.3844,1.1555,2.6874,0
299,7,0.9000,0.0000,0.0000,0.3710,1.1557,2.9944,0
300,7,0.9000,0.0000,0.0000,0.5907,1.1551,2.3483,0
301,8,0.8500,0.1000,0.0512,0.7694,1.1088,1.3211,1
302,8,0.8500,0.1000,0.0442,0.7920,1.1220,1.6897,1
303,8,0.8500,0.1000,0.0468,0.7902,1.1509,1.2799,1
304,8,0.8500,0.1000,0.0504,0.7618,1.0998,1.3537,1
305,8,0.8500,0.1000,0.0454,0.6945,1.0330,1.4200,0
306,8,0.8500,0.1000,0.0489,0.7725,1.1034,1.5466,1
307,8,0.8500,0.1000,0.0511,0.7591,1.1114,1.4159,1
308,8,0.8500,0.1000,0.0480,0.7768,1.1145,1.4781,1
309,8,0.8500,0.1000,0.0484,0.6939,1.0365,1.3051,0
310,8,0.8500,0.1000,0.0443,0.7769,1.1213,1.6378,1
311,8,0.8500,0.1000,0.0478,0.8808,1.1507,1.1947,1
312,8,0.8500,0.1000,0.0490,0.8130,1.1525,1.5195,1
313,8,0.8500,0.1000,0.0428,0.7689,1.1225,1.7460,1
314,8,0.8500,0.1000,0.0508,0.8659,1.1488,1.1738,1
315,8,0.8500,0.1000,0.0480,0.7680,1.1539,1.3702,1
316,8,0.8500,0.1000,0.0488,0.7537,1.0994,1.5256,1
317,8,0.8500,0.1000,0.0440,0.7599,1.1038,1.6976,1
318,8,0.8500,0.1000,0.0502,0.7908,1.1231,1.4242,1
319,8,0.8500,0.1000,0.0504,0.7908,1.1486,1.2708,1
320,8,0.8500,0.1000,0.0475,0.8421,1.0573,1.4321,1
321,8,0.8500,0.1000,0.0473,0.7750,1.1536,1.3864,1
322,8,0.8500,0.1000,0.0524,0.7662,1.1224,1.3345,1
323,8,0.8500,0.1000,0.0462,0.7484,1.1514,1.3497,0
324,8,0.8500,0.1000,0.0487,0.7800,1.1536,1.5812,1
325,8,0.8500,0.1000,0.0497,0.8488,1.0675,1.2697,1
326,8,0.8500,0.1000,0.0490,0.8118,1.1406,1.2777,1
327,8,0.8500,0.1000,0.0510,0.7499,1.1002,1.4405,0
328,8,0.8500,0.1000,0.0483,0.7132,1.0643,1.1870,0
329,8,0.8500,0.1000,0.0467,0.7728,1.1141,1.5775,1
330,8,0.8500,0.1000,0.0454,0.7696,1.1277,1.6120,1
331,8,0.8500,0.1000,0.0471,0.7759,1.1538,1.3808,1
332,8,0.8500,0.1000,0.0470,0.7821,1.1540,1.4000,1
333,8,0.8500,0.1000,0.0412,0.7824,1.1431,1.8005,1
334,8,0.8500,0.1000,0.0484,0.8027,1.1508,1.5819,1
335,8,0.8500,0.1000,0.0469,0.7628,1.1264,1.5630,1
336,8,0.8500,0.1000,0.0503,0.8854,1.1133,1.4423,1
337,8,0.8500,0.1000,0.0473,0.8896,1.1190,1.2792,1
338,8,0.8500,0.1000,0.0522,0.7836,1.1536,1.3940,1
339,8,0.8500,0.1000,0.0460,0.7977,1.1284,1.6647,1
340,8,0.8500,0.1000,0.0435,0.7011,1.0460,1.4019,0
341,8,0.8500,0.1000,0.0485,0.7767,1.1320,1.4611,1
342,8,0.8500,0.1000,0.0425,0.7638,1.1543,1.3898,1
343,8,0.8500,0.1000,0.0463,0.7930,1.1336,1.5428,1
344,8,0.8500,0.1000,0.0494,0.7641,1.1045,1.4322,1
345,8,0.8500,0.1000,0.0484,0.8736,1.1509,1.2584,1
346,8,0.8500,0.1000,0.0471,0.7840,1.0538,1.3039,1
347,8,0.8500,0.1000,0.0498,0.7491,1.1507,1.5929,0
348,8,0.8500,0.1000,0.0455,0.7450,1.0759,1.4491,0
349,8,0.8500,0.1000,0.0470,0.7126,1.0521,1.2266,0
350,8,0.8500,0.1000,0.0469,0.8410,1.0569,1.4740,1
